estimating workload which takes just one milisecond
end estimation
0	1	1
0	3	2
0	5	3
0	6	4
0	8	5
0	10	6
0	12	7
0	14	8
0	16	9
0	17	10
0	19	11
0	21	12
0	22	13
0	24	14
0	25	15
0	27	16
0	28	17
0	30	18
0	32	19
0	34	20
0	36	21
0	37	22
0	39	23
0	41	24
0	42	25
0	44	26
0	46	27
0	47	28
0	49	29
0	51	30
0	53	31
0	54	32
0	56	33
0	58	34
0	60	35
0	62	36
0	64	37
0	65	38
0	67	39
0	69	40
0	71	41
0	73	42
0	75	43
0	76	44
0	78	45
0	80	46
0	82	47
0	84	48
0	85	49
0	87	50
0	89	51
0	91	52
0	92	53
0	94	54
0	96	55
0	97	56
0	99	57
0	101	58
0	103	59
0	105	60
0	106	61
0	108	62
0	110	63
0	112	64
0	113	65
0	115	66
0	117	67
0	119	68
0	121	69
0	122	70
0	124	71
0	126	72
0	128	73
0	129	74
0	131	75
0	133	76
0	134	77
0	136	78
0	138	79
0	140	80
0	141	81
0	143	82
0	145	83
0	146	84
0	148	85
0	150	86
0	152	87
0	153	88
0	155	89
0	156	90
0	158	91
0	160	92
0	162	93
0	164	94
0	165	95
0	167	96
0	169	97
0	171	98
0	172	99
0	174	100
estimating workload which takes just one milisecond
end estimation
