estimating workload which takes just one milisecond
end estimation
1	1	1
1	3	2
1	4	3
1	6	4
1	8	5
1	10	6
1	24	7
1	26	8
1	27	9
1	29	10
1	31	11
1	32	12
1	34	13
1	48	14
1	50	15
1	52	16
1	53	17
1	55	18
1	57	19
1	59	20
1	72	21
1	74	22
1	76	23
1	77	24
1	79	25
1	80	26
1	82	27
1	96	28
1	97	29
1	99	30
1	101	31
1	102	32
1	104	33
1	106	34
1	120	35
1	121	36
1	123	37
1	125	38
1	127	39
1	140	40
1	142	41
1	144	42
1	146	43
1	147	44
1	149	45
1	163	46
1	164	47
1	166	48
1	168	49
1	170	50
1	172	51
1	173	52
1	187	53
1	189	54
1	191	55
1	192	56
1	194	57
1	196	58
1	198	59
1	211	60
1	213	61
1	215	62
1	217	63
1	219	64
1	220	65
1	222	66
1	236	67
1	238	68
1	239	69
1	241	70
1	243	71
1	245	72
1	247	73
1	260	74
1	262	75
1	264	76
1	265	77
1	267	78
1	269	79
1	270	80
1	284	81
1	286	82
1	288	83
1	289	84
1	291	85
1	293	86
1	307	87
1	309	88
1	310	89
1	312	90
1	314	91
1	315	92
1	317	93
1	331	94
1	333	95
1	334	96
1	336	97
1	338	98
1	339	99
1	341	100
estimating workload which takes just one milisecond
end estimation
0	13	1
0	14	2
0	16	3
0	18	4
0	20	5
0	22	6
0	35	7
0	37	8
0	39	9
0	40	10
0	42	11
0	43	12
0	45	13
0	59	14
0	61	15
0	63	16
0	64	17
0	66	18
0	68	19
0	70	20
0	83	21
0	85	22
0	87	23
0	88	24
0	90	25
0	92	26
0	94	27
0	107	28
0	109	29
0	111	30
0	113	31
0	114	32
0	116	33
0	118	34
0	128	35
0	129	36
0	131	37
0	133	38
0	135	39
0	137	40
0	138	41
0	152	42
0	154	43
0	156	44
0	157	45
0	159	46
0	161	47
0	175	48
0	177	49
0	179	50
0	180	51
0	182	52
0	184	53
0	186	54
0	199	55
0	201	56
0	203	57
0	205	58
0	207	59
0	208	60
0	210	61
0	224	62
0	226	63
0	228	64
0	229	65
0	231	66
0	233	67
0	235	68
0	248	69
0	250	70
0	252	71
0	253	72
0	255	73
0	257	74
0	258	75
0	272	76
0	274	77
0	276	78
0	278	79
0	279	80
0	281	81
0	295	82
0	297	83
0	299	84
0	300	85
0	302	86
0	303	87
0	305	88
0	319	89
0	321	90
0	322	91
0	324	92
0	326	93
0	328	94
0	329	95
0	341	96
0	343	97
0	344	98
0	346	99
0	348	100
estimating workload which takes just one milisecond
end estimation
